entry_signal,drop_level,exit_signal,buy_pct,alloc_base,alloc_x2,alloc_x3,cagr,worst_ann_ret,max_dd,max_dd_real,passed,calmar
1.01,-0.01,0.94,0.2,0.1,0.5,0.5,10.3891,-32.7681,-63.3688,-58.9203,True,0.1763
1.01,-0.01,0.94,0.2,0.1,0.75,0.25,10.4132,-29.71,-58.6908,-53.5663,True,0.1944
1.01,-0.01,0.94,0.2,0.1,1.0,0.0,10.373,-26.7956,-53.4884,-48.3033,True,0.2147
1.01,-0.01,0.94,0.2,0.2,0.0,1.0,10.303,-38.2306,-68.9686,-64.2794,True,0.1603
1.01,-0.01,0.94,0.2,0.2,0.25,0.75,10.3996,-35.3946,-65.379,-60.3153,True,0.1724
1.01,-0.01,0.94,0.2,0.2,0.5,0.5,10.4474,-32.767,-61.4424,-56.0932,True,0.1863
1.01,-0.01,0.94,0.2,0.2,0.75,0.25,10.4452,-30.2574,-57.1097,-52.092,True,0.2005
1.01,-0.01,0.94,0.2,0.2,1.0,0.0,10.3913,-27.4928,-52.3415,-47.4622,True,0.2189
1.01,-0.01,0.94,0.2,0.3,0.0,1.0,10.3374,-37.45,-66.2792,-61.2839,True,0.1687
1.01,-0.01,0.94,0.2,0.3,0.25,0.75,10.396,-35.386,-62.9327,-58.2884,True,0.1784
1.01,-0.01,0.94,0.2,0.3,0.5,0.5,10.4195,-33.1721,-59.2961,-54.9478,True,0.1896
1.01,-0.01,0.94,0.2,0.3,0.75,0.25,10.4047,-30.7805,-55.3399,-51.1807,True,0.2033
1.01,-0.01,0.94,0.2,0.3,1.0,0.0,10.3493,-28.1719,-51.0327,-46.8693,True,0.2208
1.01,-0.01,0.94,0.3,0.0,0.0,1.0,9.5461,-43.1869,-73.7436,-73.2382,False,0.1303
1.01,-0.01,0.94,0.3,0.0,0.25,0.75,9.7989,-40.6127,-69.7781,-69.3433,False,0.1413
1.01,-0.01,0.94,0.3,0.0,0.5,0.5,9.9732,-37.8083,-65.3251,-64.7992,True,0.1539
1.01,-0.01,0.94,0.3,0.0,0.75,0.25,10.0684,-34.7238,-60.3224,-59.4315,True,0.1694
1.01,-0.01,0.94,0.3,0.0,1.0,0.0,10.0829,-31.2928,-54.6978,-52.9887,True,0.1903
1.01,-0.01,0.94,0.3,0.1,0.0,1.0,9.6687,-43.5573,-71.3615,-70.7155,False,0.1367
1.01,-0.01,0.94,0.3,0.1,0.25,0.75,9.8633,-41.0278,-67.5593,-66.804,False,0.1476
1.01,-0.01,0.94,0.3,0.1,0.5,0.5,9.9948,-38.2872,-63.3359,-62.2788,True,0.1605
1.01,-0.01,0.94,0.3,0.1,0.75,0.25,10.0619,-35.293,-58.6414,-57.307,True,0.1756
1.01,-0.01,0.94,0.3,0.1,1.0,0.0,10.0634,-31.9923,-53.4194,-52.334,True,0.1923
1.01,-0.01,0.94,0.3,0.2,0.0,1.0,9.7168,-43.8943,-68.8228,-68.0972,False,0.1427
1.01,-0.01,0.94,0.3,0.2,0.25,0.75,9.8649,-41.4148,-65.2277,-64.1938,False,0.1537
1.01,-0.01,0.94,0.3,0.2,0.5,0.5,9.9631,-38.7438,-61.276,-60.4972,True,0.1647
1.01,-0.01,0.94,0.3,0.2,0.75,0.25,10.0109,-35.8464,-56.9307,-56.4288,True,0.1774
1.01,-0.01,0.94,0.3,0.2,1.0,0.0,10.0057,-32.6779,-52.1493,-51.7138,True,0.1935
1.01,-0.01,0.94,0.3,0.3,0.0,1.0,9.7204,-44.1939,-66.1124,-65.8706,False,0.1476
1.01,-0.01,0.94,0.3,0.3,0.25,0.75,9.8324,-41.7704,-62.8225,-62.8225,False,0.1565
1.01,-0.01,0.94,0.3,0.3,0.5,0.5,9.9058,-39.1761,-59.4042,-59.4042,True,0.1668
1.01,-0.01,0.94,0.3,0.3,0.75,0.25,9.9411,-36.3829,-55.533,-55.533,True,0.179
1.01,-0.01,0.94,0.3,0.3,1.0,0.0,9.9359,-33.3558,-51.0971,-51.0971,True,0.1945
1.01,-0.01,0.94,0.4,0.0,0.0,1.0,8.8982,-49.4708,-76.2878,-76.2878,False,0.1166
1.01,-0.01,0.94,0.4,0.0,0.25,0.75,9.2117,-46.6059,-72.529,-72.529,False,0.127
1.01,-0.01,0.94,0.4,0.0,0.5,0.5,9.445,-43.4941,-68.1125,-68.1125,False,0.1387
1.01,-0.01,0.94,0.4,0.0,0.75,0.25,9.5974,-40.084,-62.8623,-62.8623,False,0.1527
